gl,bf,proper,dist,absmag,x,y,z
Wo 9448B,,,20.7039,9.72,-16.313813,-6.922797,10.70448
NN 3826,,,20.7039,10.02,-4.287604,-2.688081,20.07591
GJ 1275,,,20.7039,13.94,17.190487,-5.306329,10.246051
Gl 893.3A,,,20.7039,9.99,15.396708,-2.940311,-13.525807
Gl 893.3B,,,20.7039,15.82,15.395763,-2.938973,-13.527174
,,,20.7082,9.279,12.859874,13.83994,-8.479933
Gl 396,,,20.7297,5.707,-1.88616,0.731709,20.630821
Gl 799.1,,,20.7383,10.796,12.687416,-14.779264,-7.118981
Gl 894.2B,,,20.7383,6.026,19.849523,-3.579267,-4.825376
,,,20.7426,8.566,14.170792,9.11819,-12.095566
Gl 53.1B,,,20.7469,12.015,18.278146,5.555984,8.091618
GJ 1084,,,20.7555,8.154,0.761129,13.725101,-15.550982
Gl 842.2,,,20.7684,8.973,4.458165,-2.615365,20.114775
Gl 544B,,,20.7814,13.512,-16.976094,-11.840462,-1.866087
GJ 1205,,,20.79,13.471,-4.162833,-11.587188,16.752074
GJ 1069,,,20.7943,7.79,9.15686,18.600769,-1.601946
Gl 276,,,20.8073,7.349,-7.796716,18.56386,5.250002
NN 3390,71    Ori,,20.816,3.608,-1.273045,19.622386,6.830848
NN 4213,,,20.8247,10.467,17.159521,-11.550676,2.408501
NN 3134,,,20.8333,12.716,7.682724,4.761022,18.770584
NN 3166,,,20.8333,12.116,14.873342,11.975698,8.328697
NN 3171,,,20.8333,14.406,16.012799,13.090057,2.50341
NN 3196A,,,20.8333,11.776,14.130842,14.591399,-4.629987
NN 3197B,,,20.8333,11.906,14.122675,14.597792,-4.634749
NN 3204,,,20.8333,10.126,7.35175,8.053667,17.751524
Wo 9120,,,20.8333,11.506,10.809276,15.389973,8.962962
NN 3335,,,20.8333,10.886,4.41714,19.587516,5.553783
NN 3341,,,20.8333,10.556,3.413662,17.471944,-10.821483
NN 3363,,,20.8333,6.556,1.161995,17.551175,11.159651
NN 3418,,,20.8333,6.686,-5.073679,19.54707,5.118224
NN 3456,,,20.8333,11.206,-0.838792,1.617385,20.753479
NN 3461,,,20.8333,11.116,-8.925039,18.735465,1.83097
NN 3468A,,,20.8333,12.646,-9.924517,17.450243,5.569503
NN 3469B,,,20.8333,13.496,-9.923402,17.451246,5.568342
NN 3505,,,20.8333,13.156,-12.257639,15.490063,6.620771
NN 3607,,,20.8333,11.126,-16.183381,6.670193,11.297482
GJ 1173,,,20.8333,8.686,-19.053763,-8.425069,-0.141595
NN 3810,,,20.8333,11.126,-17.142436,-8.992804,-7.700179
NN 3814,,,20.8333,13.006,-18.100697,-9.752452,-3.3587
NN 3819,,,20.8333,13.336,-16.574718,-9.485112,-8.32693
NN 3975,,,20.8333,11.806,-6.165152,-19.822207,-1.759948
NN 3999A,,,20.8333,11.236,-3.738733,-20.044735,-4.272806
NN 4000B,,,20.8333,11.316,-3.740319,-20.045069,-4.269847
NN 4012,,,20.8333,14.206,-1.198321,-12.056773,-16.947703
NN 4016,,,20.8333,10.686,-1.901132,-20.541582,2.907836
NN 4046,,,20.8333,9.246,1.351199,-19.659531,6.760436
NN 4088,,,20.8333,9.606,5.09751,-20.012607,2.745425
NN 4115B,,,20.8333,10.926,8.306838,-18.858179,3.06462
NN 4162,,,20.8333,11.806,12.005058,-13.598716,-10.24597
NN 4164,,,20.8333,11.466,14.051255,-15.380899,-0.128804
NN 4258A,,,20.8333,10.026,7.545899,-4.107286,18.979357
NN 4264,,,20.8333,12.026,16.74741,-8.387063,9.121833
Gl 264.1B,,,20.8377,5.236,-4.15763,14.503672,-14.373624
Gl 767.1B,,,20.8594,6.963,7.772171,-15.509804,11.582897
Gl 17.3,9    Cet,,20.8638,4.793,20.290476,2.030904,-4.412393
Gl 176.3,,,20.8638,5.983,4.268602,12.691773,-16.000076
Gl 226.1,,,20.8768,12.072,-0.319801,18.737502,9.200246
Wo 9652B,,,20.8768,11.672,6.305449,-18.666863,6.901474
Gl 544A,,,20.8812,5.981,-17.057505,-11.897385,-1.874795
Gl 196,,,20.8855,3.481,0.634691,3.850421,20.517591
Gl 491A,,,20.8899,5.94,-19.904135,-5.24274,-3.567917
Gl 330.1,,,20.8986,7.619,-13.754609,13.919271,7.334652
,,,20.9205,8.307,6.593709,4.434475,19.352668
Wo 9015B,,,20.9205,4.397,9.390884,1.350914,-18.645473
Gl 822.1B,,,20.9205,4.817,12.377178,-10.87404,12.892945
Gl 822.1C,,,20.9205,10.397,12.380631,-10.878635,12.885753
Gl 834A,,,20.9293,8.566,13.100184,-9.461811,13.300184
NN 3748,,,20.9336,10.106,-14.074867,-2.928637,15.216334
Gl 889A,,,20.938,8.015,18.740635,-4.402683,-8.2348
Gl 333.2A,,,20.9424,10.765,-14.80023,14.692285,1.913156
GJ 1280,,,20.9424,7.095,7.383266,-1.625247,-19.530235
Gl 797A,,,20.9468,4.824,12.706773,-15.042779,7.141968
Gl 533,,,20.9512,8.174,-17.967487,-9.700739,4.692558
Gl 55.3A,Kap Tuc,,20.9556,2.643,7.143194,2.45156,-19.547464
,,,20.9644,8.693,-10.041447,6.430234,-17.243187
,,,20.9644,6.343,-4.083811,-19.474668,6.600445
GJ 1052,,,20.9644,13.923,15.656323,13.913244,-0.898476
,,,20.9864,6.86,-18.588925,-9.191788,3.223644
Gl 797B,,,20.9864,10.27,12.732201,-15.073986,7.142761
Gl 808.2,,,20.9908,6.71,12.367073,-13.475509,10.299356
Gl 464,,,20.9952,8.779,-20.379951,-2.13236,4.572913
Gl 161.1,50    Per,,20.9952,3.909,7.724117,14.620741,12.937551
GJ 1239,,,21.0084,7.078,6.721452,-15.738338,-12.185224
Gl 491B,,,21.0084,10.888,-20.016972,-5.27252,-3.58807
NN 4108,,,21.0084,13.758,6.458248,-17.11983,10.322563
Gl 155.2,,,21.0128,6.228,5.254758,8.665031,18.408165
NN 3523,,,21.0349,4.185,-14.209667,14.367753,-5.845129
Gl 609.1,13The Dra,,21.0349,2.395,-5.406623,-9.545392,17.947647
GJ 1271,,,21.0438,10.164,18.919741,-6.639883,6.387246
Gl 23B,,,21.0482,4.784,20.75943,3.217402,-1.319115
Gl 53.1A,,,21.0526,6.793,18.547575,5.637942,8.210699
,,,21.0571,5.323,9.223593,18.792356,2.274018
GJ 1153,,,21.0659,6.302,-19.750374,0.0718,-7.327016
,,,21.0704,10.262,-4.604514,-12.566191,16.274245
Gl 615.2A,17Sig CrB,,21.0793,3.611,-7.763883,-15.688492,11.744175
Gl 765.1A,16    Cyg,,21.0793,4.371,5.75948,-12.100007,16.270979
,,,21.0837,10.14,-17.428574,-7.032706,-9.555535
GJ 1008,,,21.0837,8.28,20.693616,1.727935,-3.648409
Gl 804,,,21.0837,8.67,13.042414,-14.955314,7.124435
GJ 1045,,,21.097,12.819,16.737007,11.183587,6.315331
NN 3651,,,21.1149,6.137,-18.651678,3.747906,9.160125
Gl 55.1B,,,21.1149,6.577,7.223973,2.452974,-19.688478
Gl 889B,,,21.1149,12.027,18.905579,-4.429718,-8.294315
Gl 894.2A,94    Aqr,,21.1193,3.577,20.213398,-3.645056,-4.915367
Gl 765.4A,,,21.1238,6.056,7.820123,-15.760637,11.690364
,,,21.1327,10.245,6.006985,-6.929188,19.039262
NN 3507,,,21.1372,5.695,-13.195196,16.51049,-0.267849
NN 3071,,,21.1416,6.534,20.283329,5.664117,1.865213
NN 4286,,,21.1416,8.874,19.773689,-7.477623,-0.231579
NN 4041,,,21.1595,9.202,0.320826,-17.124685,12.424439
Gl 511.1,,,21.1685,4.872,-8.861393,-3.49049,18.904652
NN 3108,,,21.173,8.771,16.853387,8.153255,9.888565
Gl 318.1,,,21.1864,12.48,-9.881821,11.434131,14.84836
Gl 835.1,Nu  Oct,,21.1999,2.098,3.808297,-2.630174,-20.688835
Gl 765.1B,,,21.2134,4.617,5.799717,-12.177653,16.372712
Gl 540.3,,,21.2179,4.676,-12.45116,-8.370361,-15.00354
Gl 767.1A,17    Cyg,,21.2314,3.365,7.908325,-15.787971,11.788652
NN 3035,,,21.2314,12.615,13.636876,1.620011,16.192083
NN 3409B,,,21.2314,10.535,-3.576167,17.534213,11.425181
Gl 730,,,21.2404,9.094,4.59184,-20.706514,1.144255
Gl 773.4,,,21.2495,4.013,8.861455,-15.296423,-11.791191
NN 4206,,,21.2495,8.993,7.659978,-5.467456,-19.051848
Gl 379B,,,21.2495,8.663,-4.844555,2.494067,20.539016
Gl 23A,13    Cet,,21.254,3.563,20.961944,3.249574,-1.331907
GJ 1108A,,,21.2721,8.261,-9.535293,15.121293,11.52946
GJ 1048,,,21.2721,6.701,15.157256,12.27552,-8.48949
NN 3013,The Scl,,21.2766,3.6,17.377471,0.890451,-12.244148
NN 3150,,,21.2766,12.53,15.983571,11.091645,8.613626
NN 3179B,,,21.2766,13.36,11.29116,9.961318,15.032483
NN 3236,,,21.2766,12.53,4.411936,6.140323,19.88781
NN 3362,,,21.2766,9.72,1.786161,20.683104,4.659673
NN 3562,,,21.2766,12.39,-13.117882,9.43736,13.8402
NN 3579,,,21.2766,12.45,-12.511333,7.23996,15.612279
GJ 1149,,,21.2766,14.75,-9.607968,0.597852,18.974278
NN 3705,,,21.2766,11.86,-21.217031,-0.888934,-1.319508
NN 3734,,,21.2766,11.26,-19.743904,-2.811211,7.414113
NN 3739,,,21.2766,13.17,-18.914014,-3.312095,9.164268
NN 3933,,,21.2766,11.48,-8.057844,-14.077252,13.76938
NN 3946,,,21.2766,11.89,-9.398476,-19.002681,1.805672
NN 3984,,,21.2766,11.79,-5.357957,-20.365754,3.036784
NN 4009,,,21.2766,11.71,-2.314243,-16.731755,12.937788
NN 4011,,,21.2766,11.1,-1.645049,-13.458023,16.397229
NN 4015,,,21.2766,12.44,-1.922706,-19.619893,8.003543
NN 4084,,,21.2766,11.12,4.328931,-18.877693,8.808336
NN 4089,,,21.2766,12.31,3.57792,-14.235247,15.402919
NN 4111,,,21.2766,9.07,8.000427,-19.536016,2.6516
NN 4179,,,21.2766,8.69,14.749231,-14.028603,-6.192914
NN 4218,,,21.2766,12.75,16.575683,-10.998199,7.548515
NN 4269B,,,21.2766,12.36,11.061363,-5.391723,17.357109
NN 4297,,,21.2766,11.27,17.182527,-5.590735,11.233795
NN 4336,,,21.2766,10.99,20.578145,-3.025425,4.481125
NN 4342,,,21.2766,11.57,18.308502,-1.972297,10.658446
NN 4363,,,21.2766,11.93,20.924183,-0.981973,3.729342
NN 4365,,,21.2766,14.08,18.48792,-0.815004,10.498873
Wo 9798,,,21.2811,6.65,19.734431,-6.086254,5.137541
Gl 122,,,21.2902,8.179,3.484956,3.772466,20.66178
NN 3917,,,21.2902,5.799,-11.578688,-17.856506,0.583954
NN 3400A,,,21.2947,4.509,-1.675528,10.010936,-18.720319
,,,21.3174,8.866,19.654155,-8.231817,0.618788
GJ 1172,,,21.322,8.306,-19.475552,-8.504447,1.735012
GJ 1198,,,21.322,13.056,-9.825371,-18.524646,-3.863589
Gl 747.1,,,21.322,10.376,6.143504,-19.682796,-5.428869
,,,21.3311,4.675,9.339667,19.039395,2.298873
,,,21.3402,9.214,19.241954,-3.652877,-8.47395
Wo 9188,,,21.3538,9.073,1.617424,20.529686,5.648073
GJ 2033,,,21.3584,9.262,9.082138,18.765274,-4.643329
GJ 2085,,,21.363,9.532,-20.861539,3.328137,3.18114
Gl 388.1,40    Leo,,21.3675,3.131,-18.248265,8.534898,7.122411
GJ 1027,,,21.3675,12.311,20.466374,5.85275,1.891087
Gl 120,,,21.3675,11.381,15.003243,14.682221,4.001538
GJ 1250,,,21.3675,13.231,9.484364,-15.13234,11.731545
Gl 834B,,,21.3675,10.651,13.374423,-9.660103,13.57856
Gl 39,,,21.3721,7.571,19.733086,4.497969,6.866058
,,,21.3721,4.951,13.495984,6.264648,15.342117
,,,21.3721,7.051,12.737715,17.135288,-0.948244
Wo 9638,,,21.395,6.508,4.735229,-19.031911,8.550668
Gl 857.1B,,,21.395,10.748,18.077381,-7.976716,8.20493
NN 3615,,,21.3995,6.068,-17.671612,6.130469,-10.395677
,,,21.4041,8.088,-18.287129,-1.234745,-11.05404
,,,21.4087,7.687,1.604525,-10.179227,-18.765428
Gl 268.1,,,21.427,2.835,-4.57015,13.949318,-15.609196
GJ 1161A,,,21.427,6.185,-17.366113,-2.716295,-12.253823
Gl 746,,,21.4316,4.425,5.993085,-19.616159,6.213567
Gl 143.2B,,,21.4362,9.094,5.953212,7.721406,-19.090569
Gl 686.2,Lam Ara,,21.45,3.103,-1.192144,-13.903682,-16.290191
NN 3024,,,21.4592,10.832,21.148403,1.615194,-3.260901
NN 3437,,,21.4592,11.142,-6.70784,19.074144,7.188823
NN 4030,,,21.4592,11.842,-0.835233,-19.618541,8.645053
,,,21.4638,9.721,0.769564,-18.211798,11.332822
Gl 4.1A,,,21.4777,4.32,11.23803,0.307211,18.300258
Gl 105.4A,83Eps Cet,,21.4823,3.17,16.130169,13.482598,-4.419553
Gl 694.2,,,21.4915,9.029,-0.925441,-14.667668,15.680875
Gl 392.1,,,21.5008,3.588,-2.577639,1.05352,21.319754
Wo 9127,,,21.5054,9.427,10.893717,16.20614,9.009451
NN 4037,,,21.5054,16.317,-0.217407,-11.264742,18.317766
NN 3620,,,21.51,7.707,-18.56574,6.156659,-8.949244
,,,21.5146,5.636,-2.180347,-2.82596,21.216194
,,,21.5193,5.316,20.903818,4.747389,-1.890226
NN 4291,,,21.5193,6.446,20.200238,-7.019148,-2.399022
Gl 621,,,21.5239,6.735,-8.480086,-19.120669,-5.076404
Gl 894.4,,,21.5239,5.695,15.24109,-2.577253,14.978214
Gl 379A,,,21.5285,7.815,-4.907592,2.528246,20.808195
NN 4268A,,,21.5378,5.834,11.191308,-5.464271,17.571867
,,,21.5424,9.934,-20.221373,-7.40154,-0.623112
,,,21.5517,4.883,-8.170632,-16.423419,-11.313173
GJ 1170,,,21.5564,9.612,-16.377442,-5.797407,12.761532
,,,21.5564,8.962,-8.050424,-12.224324,-15.825137
Gl 848.4,,,21.561,4.872,18.937256,-9.910918,-2.832402
Gl 31.4,,,21.5657,6.361,21.139641,4.212759,0.671951
Gl 154.1A,,,21.5657,6.541,10.564603,15.871272,-10.078888
Gl 416,,,21.5703,7.391,-20.37224,4.37189,-5.57965
Gl 423.1,,,21.5703,5.621,-21.132565,3.881711,-1.905226
Wo 9393,,,21.5796,8.94,-16.253483,-0.777026,14.173909
Wo 9490B,,,21.5796,7.43,-15.437601,-13.250424,7.196241
Gl 857.1A,,,21.5843,7.159,18.237239,-8.047483,8.277724
NN 3059,,,21.5889,9.089,13.519827,2.937206,-16.573103
,,,21.5936,5.618,-10.955587,-4.302211,18.103858
NN 3921,37Eps Ser,,21.5983,2.038,-11.504554,-18.201236,1.686207
GJ 1047A,,,21.5983,12.378,14.104929,9.974211,12.963513
GJ 1047B,,,21.5983,12.378,14.104929,9.974211,12.963513
GJ 1047C,,,21.5983,12.588,14.107308,9.972798,12.962012
NN 3215,,,21.6029,10.167,12.70523,14.843614,9.215722
Gl 217.1,14Zet Lep,,21.6076,1.877,1.188275,20.854933,-5.52761
Gl 60A,,,21.6263,5.435,17.157955,7.551191,-10.783979
,,,21.631,6.075,7.06842,1.559744,20.383664
Gl 301B,,,21.6403,9.024,-11.528541,17.558771,-5.204319
Gl 55.1A,,,21.645,5.543,7.405478,2.514417,-20.182731
NN 3329,,,21.645,14.293,4.832633,20.083757,-6.46486
Gl 143.2A,Kap Ret,,21.6826,3.029,6.026531,7.809946,-19.30869
Gl 615.2B,17Sig CrB,,21.6873,5.039,-7.988329,-16.140612,12.081973
,,,21.692,6.009,-20.771601,-5.939253,-1.951603
Gl 256,,,21.7014,7.458,-5.333265,20.462213,-4.87872
GJ 1056,,,21.7108,7.587,7.35182,7.909694,-18.83471
,,,21.7391,10.404,12.285792,-4.607021,-17.332718
GJ 1022,,,21.7391,10.474,10.286052,2.260177,-19.017697
NN 3092B,,,21.7391,13.164,18.153033,6.801746,-9.838298
NN 3132,,,21.7391,12.214,18.601606,11.227608,-0.713828
NN 3272,,,21.7391,11.514,6.133039,12.861284,-16.418333
GJ 2043B,,,21.7391,12.994,2.785016,20.754494,5.838077
NN 3399,,,21.7391,10.244,-3.322579,18.797251,10.402514
NN 3401B,,,21.7391,6.614,-1.710276,10.219947,-19.110627
Wo 9231B,,,21.7391,8.314,-6.964027,19.641369,6.189297
NN 3450B,,,21.7391,6.914,-8.400694,19.767538,-3.355778
NN 3464,,,21.7391,6.914,-9.23851,17.23046,9.505243
NN 3515,,,21.7391,13.714,-8.895791,9.635125,17.33833
NN 3576,,,21.7391,12.974,-18.333545,10.801868,4.44851
GJ 2077,,,21.7391,13.684,-18.288252,10.365349,5.511503
NN 3583,,,21.7391,11.484,-18.890044,10.519232,2.258428
NN 3631,,,21.7391,12.714,-20.685196,6.299807,2.241326
NN 3646,,,21.7391,12.834,-14.227024,3.097669,16.142636
GJ 1155A,,,21.7391,11.594,-21.651491,-1.595139,1.126088
GJ 1155B,,,21.7391,13.634,-21.651236,-1.59512,1.126075
NN 3730,,,21.7391,12.494,-19.846316,-2.565296,8.493024
NN 3745,,,21.7391,12.734,-12.845717,-2.601269,17.343858
NN 3772,,,21.7391,11.794,-20.565114,-6.890556,1.47811
NN 3787,,,21.7391,11.414,-12.339552,-5.137691,-17.144329
NN 3964,,,21.7391,10.994,-6.710306,-17.413812,-11.149863
NN 4035,,,21.7391,6.314,-0.35915,-21.658843,1.831379
NN 4127,,,21.7391,9.944,8.554143,-15.829218,12.200449
NN 4223,,,21.7391,11.314,11.655081,-7.579392,16.712283
NN 4275,,,21.7391,12.374,17.490272,-7.893737,10.216054
NN 4325,,,21.7391,12.014,14.21114,-2.647838,-16.236407
Gl 747.4,,,21.7439,9.623,3.791401,-11.596218,-17.998617
NN 3008,,,21.7486,9.043,20.736513,0.765325,6.51252
Gl 542.2,,,21.7533,7.412,-17.75656,-12.314875,-2.501647
NN 3175,,,21.7581,4.102,16.428845,13.810748,-3.573465
Gl 154.1B,,,21.7628,9.911,10.660747,16.016511,-10.170511
,,,21.777,4.51,-12.964113,-1.754868,17.409243
Wo 9256,,,21.7865,5.089,-9.988433,15.433259,11.692273
NN 3738,,,21.7865,10.439,-14.631991,-2.519384,15.943938
GJ 1121,,,21.7865,12.859,-12.257081,11.290368,14.033644
GJ 1159A,,,21.7865,12.519,-12.840153,-1.646811,17.523415
GJ 1159B,,,21.7865,16.309,-12.835956,-1.646268,17.520885
Gl 696,,,21.7912,8.479,-0.89163,-21.651233,-2.296795
Gl 397.2,,,21.8103,3.197,-11.954013,4.868385,-17.581178
Gl 593B,,,21.8103,5.907,-9.847314,-13.55703,13.961611
NN 3446,,,21.815,4.966,-6.686855,16.003383,-13.231602
Gl 863.1A,,,21.8341,9.144,11.977896,-4.781996,17.617776
Gl 863.1B,,,21.8341,9.144,11.977952,-4.782018,17.617859
,,,21.8484,4.873,-2.21716,-2.868318,21.545395
,,,21.8484,9.153,2.168963,-19.741066,9.107057
Gl 217,,,21.8531,5.642,1.059066,17.354633,13.237921
Wo 9216,,,21.8627,9.221,-1.319031,6.667459,20.779272
NN 3394,,,21.8818,4.67,-2.065584,19.067234,-10.534962
Gl 520B,,,21.901,9.298,-13.303506,-6.052351,16.310719
Gl 520C,,,21.901,12.758,-13.308343,-6.041771,16.310696
GJ 1064A,,,21.9058,5.967,9.003724,13.73757,14.494677
Gl 417,,,21.925,4.705,-17.399524,3.65562,12.82955
Gl 176.2,,,21.925,6.295,6.353568,18.345574,10.187464
GJ 1197,,,21.9298,11.625,-9.244092,-17.246665,9.900275
GJ 1127,,,21.9443,7.723,-16.440076,11.814587,8.466241
Gl 779.1,,,21.9491,6.113,10.190948,-16.932555,9.549536
Gl 97,Kap For,,21.9635,3.481,16.330638,11.706947,-8.869059
Gl 811,,,21.9684,3.991,13.729882,-14.12012,-9.732257
NN 4377,,,21.9684,6.531,17.057646,-0.284499,-13.840751
NN 3257,,,21.9829,4.82,5.714208,9.528113,18.968679
,,,22.0022,5.188,-9.016455,17.335649,10.112776
Gl 455.1,,,22.0022,8.278,-20.812267,-0.530839,-7.117904
Gl 83,Alp Hyi,,22.0119,1.147,9.103629,5.191033,-19.357346
Wo 9784,,,22.0167,9.016,19.197261,-8.073174,7.143115
,,,22.0216,5.356,4.957241,-3.455125,-21.176373
Gl 615.2C,,,22.0264,10.515,-8.174006,-16.383386,12.244697
GJ 1112,,,22.0264,14.005,-11.325631,14.672145,11.898739
NN 3830,,,22.0507,5.333,-18.422924,-12.050342,-1.27706
Gl 793.1,,,22.0507,5.363,10.153317,-12.895535,14.725703
Gl 851.2,,,22.0507,4.513,14.827393,-7.3407,-14.576985
Gl 31.5,,,22.0556,4.832,8.922183,1.760752,-20.094339
Gl 575.1,,,22.0751,11.03,-13.327232,-13.845777,10.862292
Gl 143.1,,,22.0848,8.23,13.216177,17.119784,-4.470351
Gl 806.1B,,,22.0946,11.679,12.148403,-13.718493,12.344658
Wo 9835,,,22.1043,8.578,22.015432,-1.715539,-0.993811
GJ 1030,,,22.1092,9.727,20.431674,6.119284,5.823896
GJ 1191,,,22.1141,6.247,-13.778665,-16.806029,-4.091096
Gl 700.2,,,22.119,5.286,0.217521,-19.826132,9.804873
Gl 56.1,,,22.1239,10.056,20.320171,7.222386,-4.939101
NN 3231B,,,22.1239,9.026,12.611993,16.511445,7.605135
NN 3351,,,22.1239,16.676,0.385679,3.996744,21.751693
Gl 520A,,,22.1386,8.044,-13.447452,-6.117998,16.487651
Gl 812.1,,,22.1386,4.794,11.121254,-11.34993,-15.414623
Gl 686.1B,,,22.1386,8.494,-1.970235,-20.290382,8.633603
NN 3648,,,22.1435,5.324,-19.44563,4.131536,-9.754741
Gl 686.1A,,,22.1582,7.562,-1.972276,-20.307923,8.642096
GJ 2004,,,22.168,7.011,18.460733,1.880543,-12.127866
NN 3158,,,22.1729,15.731,17.67531,13.330749,1.229662
NN 3245,,,22.1729,11.181,12.220887,17.86546,4.807584
Wo 9132,,,22.1729,7.511,11.012067,16.974427,9.069554
NN 3797,,,22.1729,13.571,-13.643266,-6.383581,16.271099
GJ 1290,,,22.1729,11.571,20.567761,-1.406588,8.162489
,,,22.2025,10.648,14.154227,1.027597,-17.07492
Gl 773.3,,,22.2025,4.138,10.916697,-18.948529,-3.839532
Gl 609.2,,,22.2173,5.367,-9.736708,-17.576679,9.47872
Wo 9390A,,,22.2222,5.076,-21.7295,-0.898921,-4.566021
NN 4254,,,22.2222,8.386,19.101981,-10.387186,-4.587689
NN 3022,,,22.2222,12.036,20.816361,1.542357,7.624068
NN 3030,,,22.2222,11.106,14.450867,1.38849,16.824705
NN 3068,,,22.2222,11.546,8.396797,2.281342,20.447872
NN 3096,,,22.2222,11.316,18.715424,7.070047,-9.673341
NN 3111,,,22.2222,11.546,18.273625,8.896173,-8.986599
NN 3144,,,22.2222,12.806,14.131543,9.554765,14.241915
Gl 92.2,,,22.2222,11.756,13.106089,9.024315,15.511878
NN 3174,,,22.2222,12.536,16.92236,14.110547,2.890046
NN 3176,,,22.2222,11.366,13.098333,11.279298,-13.965575
NN 3189,,,22.2222,10.936,15.443812,15.198549,-4.956021
NN 3195B,,,22.2222,10.866,7.285524,7.591877,19.573215
NN 3220B,,,22.2222,16.266,12.524441,15.302696,10.138642
NN 3287,,,22.2222,12.716,4.409463,10.347832,19.165207
NN 3310,,,22.2222,11.716,6.227676,18.245856,11.051289
NN 3368,,,22.2222,12.456,1.114053,21.990385,3.00133
NN 3381,,,22.2222,12.206,-0.227904,14.923773,16.463756
NN 3486,,,22.2222,10.816,-1.356735,2.241127,-22.067234
NN 3513,,,22.2222,12.266,-14.366458,16.472093,-4.012628
GJ 1126B,,,22.2222,11.346,-14.9578,11.429527,-11.809162
NN 3577A,,,22.2222,12.156,-13.856962,8.054705,15.392612
NN 3578B,,,22.2222,12.426,-13.858133,8.052701,15.392606
NN 3588,,,22.2222,11.216,-16.107676,8.116293,-12.980553
NN 3598,,,22.2222,10.726,-19.873104,8.814281,4.603737
NN 3629,,,22.2222,11.726,-17.150375,5.296613,13.101018
NN 3694,,,22.2222,12.566,-21.019299,0.39167,-7.201518
NN 3713,,,22.2222,11.176,-14.611612,-0.77801,16.724882
NN 3851,,,22.2222,15.256,-12.3281,-9.329106,15.957989
NN 3902,,,22.2222,11.706,-5.404743,-6.399599,20.583004
NN 3915,,,22.2222,9.916,-6.380341,-9.824867,-18.883575
NN 3935A,,,22.2222,11.636,-9.441067,-16.667119,11.264972
NN 3936B,,,22.2222,13.436,-9.450603,-16.661368,11.265482
NN 3979,,,22.2222,11.706,-4.906334,-16.278707,14.30936
NN 3986,,,22.2222,10.936,-1.27378,-4.552978,21.713453
NN 4019B,,,22.2222,10.986,-1.754093,-19.583431,10.355606
NN 4057,,,22.2222,9.056,2.20486,-20.079338,9.262017
NN 4077,,,22.2222,10.396,4.472896,-21.035925,-5.595464
NN 4137,,,22.2222,13.246,10.837358,-16.860218,-9.597442
NN 4144,,,22.2222,11.186,12.594825,-18.044957,3.09453
NN 4148,,,22.2222,11.196,12.67917,-15.980355,8.814366
NN 4191,,,22.2222,12.546,9.540029,-8.041445,-18.388834
NN 4272,,,22.2222,13.066,17.696186,-8.30864,-10.565874
NN 4283,,,22.2222,10.946,20.651301,-8.055698,1.567052
NN 4305B,,,22.2222,13.966,21.251849,-6.100611,2.228819
NN 4344,,,22.2222,11.606,21.208579,-2.26617,-6.235931
NN 4369,,,22.2222,12.446,17.379131,-0.690947,13.831651
NN 4373,,,22.2222,11.786,13.772733,-0.350679,17.436027
Wo 9473,99Iot Vir,,22.237,2.335,-18.333625,-12.367873,-2.324624
Gl 836.6A,78Mu 1Cyg,,22.237,2.755,16.170769,-10.892651,10.693308
Gl 91.2B,,,22.242,7.364,17.524825,11.794997,-6.961689
Gl 307.1,,,22.2519,4.583,-9.339604,12.437706,15.912562
NN 4120,,,22.2519,9.203,2.913602,-6.280566,21.147399
Gl 186.1B,,,22.2519,8.863,3.086082,12.02237,-18.468508
NN 3428,,,22.2568,6.583,-5.650564,18.46181,11.072769
,,,22.2668,9.722,7.566264,16.224955,13.240577
NN 4010,,,22.2668,5.482,-1.949341,-14.944634,16.391106
Gl 85.1,,,22.2717,12.001,15.302449,9.755343,12.911119
Gl 200.1,,,22.2717,11.451,2.410049,12.969099,-17.944993
NN 3393,,,22.2717,12.811,-1.397003,12.318787,18.502013
GJ 1247,,,22.2816,6.8,6.329874,-11.125661,-18.237929
Gl 890,,,22.2816,9.13,20.93688,-4.802321,-5.92075
GJ 1044,,,22.2866,8.1,17.366959,11.408259,-8.058097
NN 3484,,,22.2916,10.099,-11.0757,17.466674,8.316225
Gl 806.1A,53Eps Cyg,Gienah,22.2916,0.739,12.262597,-13.834612,12.455654
Gl 593A,,,22.3065,5.038,-10.07042,-13.865457,14.278959
NN 4157,,,22.3065,5.208,12.699588,-14.703969,-10.958366
,,,22.3164,7.607,-1.466502,20.138508,9.504164
NN 3392,,,22.3214,14.626,-2.00944,22.075136,2.625915
GJ 1110,,,22.3214,11.336,-12.631375,16.730264,7.68868
NN 3798,,,22.3214,14.086,-17.471577,-8.257544,11.17148
NN 3597,,,22.3514,5.173,-17.743498,7.907221,-11.055732
,,,22.3514,4.363,-21.942219,-1.455089,-4.001252
,,,22.3514,7.963,-1.845656,10.51184,-19.638734
Gl 319.1B,,,22.3564,10.933,-10.63545,12.439548,-15.230019
,,,22.3614,7.443,-17.151998,-7.462704,12.253557
Gl 498,,,22.3664,7.512,-13.941173,-4.109069,17.000406
NN 3090,,,22.3664,9.732,14.369757,5.355233,-16.281506
Gl 113C,,,22.3664,14.752,14.791325,13.335699,10.179965
NN 3635,,,22.3714,13.612,-18.64656,5.074355,11.271037
